Resume,Job Description,Similarity Score
"Cloud Engineer skilled in cloud computing, aws, terraform, azure.","Frontend Developer skilled in css, html, react, javascript.",0.667538
"Network Engineer skilled in tcp/ip, firewalls, routing, switching.","Cloud Engineer skilled in cloud computing, azure, aws, terraform.",0.686252
"Frontend Developer skilled in react, javascript, html, css.","Cybersecurity Analyst skilled in python, encryption, linux, network security.",0.676591
"IT Support Specialist skilled in vpn, windows, troubleshooting, helpdesk.","Frontend Developer skilled in html, javascript, react, css.",0.59974
"IT Support Specialist skilled in vpn, windows, troubleshooting, helpdesk.","Full Stack Developer skilled in react, node.js, javascript, python.",0.691404
"DevOps Engineer skilled in ci/cd, aws, docker, kubernetes.","Cloud Engineer skilled in cloud computing, terraform, aws, azure.",0.705352
"Software Engineer skilled in java, c++, python, oop.","Network Engineer skilled in tcp/ip, switching, firewalls, routing.",0.673465
"Network Engineer skilled in switching, firewalls, tcp/ip, routing.","QA Engineer skilled in selenium, automation testing, test planning, python.",0.699982
"Full Stack Developer skilled in react, python, node.js, javascript.","DevOps Engineer skilled in kubernetes, docker, ci/cd, aws.",0.577088
"Full Stack Developer skilled in python, node.js, javascript, react.","Mobile App Developer skilled in android, react native, kotlin, swift.",0.689057
"Backend Developer skilled in rest api, sql, node.js, python.","Business Analyst skilled in sql, data analysis, uml, requirements gathering.",0.625371
"System Administrator skilled in vmware, networking, bash scripting, linux.","Data Scientist skilled in machine learning, statistics, python, sql.",0.599384
"IT Support Specialist skilled in troubleshooting, helpdesk, windows, vpn.","Full Stack Developer skilled in python, node.js, javascript, react.",0.607334
"Software Engineer skilled in python, c++, java, oop.","Database Administrator skilled in sql, oracle, performance tuning, backup.",0.551888
"QA Engineer skilled in automation testing, selenium, test planning, python.","Frontend Developer skilled in html, javascript, css, react.",0.559782
"Network Engineer skilled in firewalls, routing, switching, tcp/ip.","Business Analyst skilled in requirements gathering, sql, uml, data analysis.",0.589233
"Frontend Developer skilled in react, javascript, css, html.","IT Support Specialist skilled in vpn, helpdesk, windows, troubleshooting.",0.652765
"Frontend Developer skilled in javascript, css, html, react.","System Administrator skilled in networking, vmware, bash scripting, linux.",0.574011
"AI Engineer skilled in python, deep learning, nlp, tensorflow.","Full Stack Developer skilled in react, python, node.js, javascript.",0.668593
"Data Scientist skilled in python, sql, statistics, machine learning.","Full Stack Developer skilled in javascript, python, react, node.js.",0.660479
"Network Engineer skilled in tcp/ip, switching, routing, firewalls.","Machine Learning Engineer skilled in tensorflow, pytorch, model deployment, python.",0.611943
"AI Engineer skilled in nlp, tensorflow, python, deep learning.","Data Engineer skilled in etl, hadoop, airflow, spark.",0.679775
"Network Engineer skilled in firewalls, switching, routing, tcp/ip.","Business Analyst skilled in uml, sql, requirements gathering, data analysis.",0.67461
"AI Engineer skilled in python, tensorflow, deep learning, nlp.","Product Manager skilled in roadmap planning, agile, data analysis, scrum.",0.624792
"Network Engineer skilled in firewalls, routing, switching, tcp/ip.","Network Engineer skilled in firewalls, routing, tcp/ip, switching.",0.817057
"Cloud Engineer skilled in azure, aws, terraform, cloud computing.","Machine Learning Engineer skilled in tensorflow, model deployment, python, pytorch.",0.732383
"Cybersecurity Analyst skilled in python, encryption, network security, linux.","Mobile App Developer skilled in react native, android, kotlin, swift.",0.641131
"Product Manager skilled in agile, scrum, roadmap planning, data analysis.","Database Administrator skilled in backup, oracle, sql, performance tuning.",0.551907
"QA Engineer skilled in test planning, python, automation testing, selenium.","Database Administrator skilled in sql, performance tuning, backup, oracle.",0.572038
"Cybersecurity Analyst skilled in linux, python, network security, encryption.","System Administrator skilled in networking, linux, bash scripting, vmware.",0.644726
"Data Engineer skilled in hadoop, airflow, spark, etl.","Machine Learning Engineer skilled in model deployment, pytorch, tensorflow, python.",0.69443
"DevOps Engineer skilled in docker, aws, kubernetes, ci/cd.","Mobile App Developer skilled in android, kotlin, swift, react native.",0.554126
"Product Manager skilled in scrum, data analysis, agile, roadmap planning.","Full Stack Developer skilled in node.js, python, javascript, react.",0.567675
"Cloud Engineer skilled in azure, aws, cloud computing, terraform.","System Administrator skilled in networking, linux, bash scripting, vmware.",0.602644
"IT Support Specialist skilled in windows, troubleshooting, helpdesk, vpn.","Product Manager skilled in scrum, roadmap planning, data analysis, agile.",0.621146
"Machine Learning Engineer skilled in model deployment, tensorflow, pytorch, python.","Mobile App Developer skilled in swift, android, kotlin, react native.",0.60558
"Database Administrator skilled in backup, oracle, performance tuning, sql.","Mobile App Developer skilled in android, react native, kotlin, swift.",0.683276
"Mobile App Developer skilled in android, kotlin, react native, swift.","Cloud Engineer skilled in cloud computing, aws, terraform, azure.",0.651398
"Frontend Developer skilled in javascript, react, css, html.","IT Support Specialist skilled in vpn, troubleshooting, helpdesk, windows.",0.625718
"IT Support Specialist skilled in troubleshooting, helpdesk, windows, vpn.","Network Engineer skilled in routing, firewalls, tcp/ip, switching.",0.571391
"Machine Learning Engineer skilled in python, pytorch, tensorflow, model deployment.","QA Engineer skilled in selenium, python, test planning, automation testing.",0.691612
"DevOps Engineer skilled in aws, docker, kubernetes, ci/cd.","UX Designer skilled in wireframing, user research, prototyping, figma.",0.59677
"Frontend Developer skilled in css, javascript, html, react.","Frontend Developer skilled in react, html, javascript, css.",0.874389
"Product Manager skilled in scrum, data analysis, agile, roadmap planning.","System Administrator skilled in vmware, linux, bash scripting, networking.",0.639159
"Mobile App Developer skilled in android, kotlin, react native, swift.","Machine Learning Engineer skilled in model deployment, tensorflow, pytorch, python.",0.555819
"Software Engineer skilled in oop, c++, python, java.","Mobile App Developer skilled in swift, react native, kotlin, android.",0.658568
"Cloud Engineer skilled in aws, azure, terraform, cloud computing.","AI Engineer skilled in deep learning, python, nlp, tensorflow.",0.643359
"IT Support Specialist skilled in helpdesk, windows, troubleshooting, vpn.","Product Manager skilled in roadmap planning, agile, scrum, data analysis.",0.610742
"Product Manager skilled in agile, scrum, data analysis, roadmap planning.","Product Manager skilled in agile, scrum, roadmap planning, data analysis.",0.878233
"IT Support Specialist skilled in helpdesk, vpn, troubleshooting, windows.","Mobile App Developer skilled in kotlin, swift, react native, android.",0.565578
"Machine Learning Engineer skilled in pytorch, model deployment, python, tensorflow.","Mobile App Developer skilled in android, kotlin, swift, react native.",0.582386
"Software Engineer skilled in java, c++, oop, python.","UX Designer skilled in prototyping, wireframing, figma, user research.",0.583414
"Data Engineer skilled in hadoop, airflow, etl, spark.","Cloud Engineer skilled in terraform, cloud computing, azure, aws.",0.695847
"Product Manager skilled in data analysis, scrum, roadmap planning, agile.","Full Stack Developer skilled in react, node.js, python, javascript.",0.578301
"Software Engineer skilled in python, c++, oop, java.","Backend Developer skilled in rest api, python, node.js, sql.",0.640971
"Cloud Engineer skilled in terraform, aws, azure, cloud computing.","System Administrator skilled in vmware, bash scripting, networking, linux.",0.623598
"QA Engineer skilled in selenium, python, automation testing, test planning.","IT Support Specialist skilled in windows, vpn, troubleshooting, helpdesk.",0.596873
"Software Engineer skilled in python, java, c++, oop.","IT Support Specialist skilled in vpn, troubleshooting, helpdesk, windows.",0.590421
"Business Analyst skilled in requirements gathering, data analysis, sql, uml.","Backend Developer skilled in rest api, python, sql, node.js.",0.65127
"Network Engineer skilled in routing, tcp/ip, switching, firewalls.","Full Stack Developer skilled in node.js, python, react, javascript.",0.642403
"Frontend Developer skilled in react, html, css, javascript.","QA Engineer skilled in python, automation testing, test planning, selenium.",0.612128
"Mobile App Developer skilled in android, kotlin, react native, swift.","Backend Developer skilled in sql, node.js, python, rest api.",0.654901
"Full Stack Developer skilled in react, node.js, python, javascript.","QA Engineer skilled in selenium, python, automation testing, test planning.",0.619191
"DevOps Engineer skilled in ci/cd, aws, docker, kubernetes.","IT Support Specialist skilled in windows, troubleshooting, helpdesk, vpn.",0.69765
"Backend Developer skilled in node.js, python, rest api, sql.","AI Engineer skilled in deep learning, tensorflow, python, nlp.",0.678779
"Database Administrator skilled in sql, oracle, backup, performance tuning.","UX Designer skilled in wireframing, figma, user research, prototyping.",0.678662
"UX Designer skilled in figma, prototyping, wireframing, user research.","IT Support Specialist skilled in vpn, windows, helpdesk, troubleshooting.",0.603774
"Network Engineer skilled in firewalls, routing, switching, tcp/ip.","Backend Developer skilled in rest api, sql, python, node.js.",0.674254
"Machine Learning Engineer skilled in python, model deployment, tensorflow, pytorch.","IT Support Specialist skilled in troubleshooting, windows, helpdesk, vpn.",0.692251
"Backend Developer skilled in rest api, sql, node.js, python.","IT Support Specialist skilled in vpn, windows, troubleshooting, helpdesk.",0.674389
"IT Support Specialist skilled in vpn, helpdesk, troubleshooting, windows.","QA Engineer skilled in selenium, python, automation testing, test planning.",0.552128
"Data Engineer skilled in etl, hadoop, airflow, spark.","AI Engineer skilled in tensorflow, nlp, python, deep learning.",0.673085
"Data Engineer skilled in hadoop, spark, etl, airflow.","Business Analyst skilled in sql, data analysis, uml, requirements gathering.",0.675839
"Business Analyst skilled in requirements gathering, sql, uml, data analysis.","Frontend Developer skilled in react, css, html, javascript.",0.678809
"Software Engineer skilled in c++, java, python, oop.","Mobile App Developer skilled in react native, swift, android, kotlin.",0.551427
"Network Engineer skilled in routing, tcp/ip, switching, firewalls.","AI Engineer skilled in nlp, python, tensorflow, deep learning.",0.670671
"Database Administrator skilled in performance tuning, backup, sql, oracle.","Data Scientist skilled in python, sql, machine learning, statistics.",0.621674
"Backend Developer skilled in python, node.js, rest api, sql.","QA Engineer skilled in selenium, python, test planning, automation testing.",0.677657
"Database Administrator skilled in backup, performance tuning, sql, oracle.","Frontend Developer skilled in javascript, css, html, react.",0.61447
"Software Engineer skilled in python, oop, java, c++.","UX Designer skilled in wireframing, user research, prototyping, figma.",0.608859
"DevOps Engineer skilled in aws, kubernetes, docker, ci/cd.","Software Engineer skilled in c++, python, oop, java.",0.617953
"Software Engineer skilled in oop, java, python, c++.","Product Manager skilled in agile, scrum, roadmap planning, data analysis.",0.692887
"Software Engineer skilled in python, c++, oop, java.","Data Engineer skilled in hadoop, airflow, spark, etl.",0.736279
"Database Administrator skilled in oracle, performance tuning, backup, sql.","Database Administrator skilled in sql, performance tuning, backup, oracle.",0.812268
"DevOps Engineer skilled in aws, ci/cd, docker, kubernetes.","Cloud Engineer skilled in terraform, azure, aws, cloud computing.",0.778994
"Full Stack Developer skilled in node.js, react, javascript, python.","Software Engineer skilled in c++, python, java, oop.",0.680366
"IT Support Specialist skilled in troubleshooting, windows, vpn, helpdesk.","AI Engineer skilled in nlp, deep learning, python, tensorflow.",0.642433
"Backend Developer skilled in node.js, python, rest api, sql.","Business Analyst skilled in requirements gathering, sql, uml, data analysis.",0.69148
"Cybersecurity Analyst skilled in python, encryption, linux, network security.","Network Engineer skilled in routing, tcp/ip, firewalls, switching.",0.627333
"DevOps Engineer skilled in docker, kubernetes, ci/cd, aws.","Product Manager skilled in scrum, agile, data analysis, roadmap planning.",0.677653
"DevOps Engineer skilled in kubernetes, ci/cd, aws, docker.","Network Engineer skilled in tcp/ip, firewalls, switching, routing.",0.713928
"Data Engineer skilled in spark, hadoop, etl, airflow.","Product Manager skilled in data analysis, agile, scrum, roadmap planning.",0.655779
"Data Engineer skilled in etl, hadoop, airflow, spark.","Full Stack Developer skilled in javascript, node.js, python, react.",0.57153
"Business Analyst skilled in requirements gathering, sql, uml, data analysis.","Network Engineer skilled in switching, firewalls, routing, tcp/ip.",0.638652
"Business Analyst skilled in requirements gathering, sql, data analysis, uml.","Machine Learning Engineer skilled in python, model deployment, tensorflow, pytorch.",0.582008
"QA Engineer skilled in python, selenium, test planning, automation testing.","Data Scientist skilled in machine learning, python, sql, statistics.",0.707325
"IT Support Specialist skilled in troubleshooting, windows, vpn, helpdesk.","Data Scientist skilled in machine learning, python, sql, statistics.",0.666977
"Mobile App Developer skilled in kotlin, react native, swift, android.","Data Engineer skilled in hadoop, airflow, etl, spark.",0.697689
"Network Engineer skilled in routing, switching, firewalls, tcp/ip.","Cybersecurity Analyst skilled in python, encryption, network security, linux.",0.603336
"UX Designer skilled in user research, wireframing, prototyping, figma.","Frontend Developer skilled in react, javascript, css, html.",0.555045
"Business Analyst skilled in uml, requirements gathering, sql, data analysis.","Data Scientist skilled in statistics, python, sql, machine learning.",0.741385
"Cybersecurity Analyst skilled in encryption, linux, python, network security.","Backend Developer skilled in python, sql, rest api, node.js.",0.728736
"Software Engineer skilled in python, java, oop, c++.","Business Analyst skilled in uml, requirements gathering, sql, data analysis.",0.599196
"UX Designer skilled in prototyping, figma, wireframing, user research.","Cybersecurity Analyst skilled in network security, python, linux, encryption.",0.652408
"Full Stack Developer skilled in python, node.js, javascript, react.","DevOps Engineer skilled in ci/cd, aws, kubernetes, docker.",0.571161
"Frontend Developer skilled in css, javascript, html, react.","Mobile App Developer skilled in swift, kotlin, android, react native.",0.703733
"AI Engineer skilled in python, deep learning, tensorflow, nlp.","UX Designer skilled in wireframing, prototyping, user research, figma.",0.644229
"Business Analyst skilled in data analysis, requirements gathering, sql, uml.","System Administrator skilled in bash scripting, linux, networking, vmware.",0.557502
"UX Designer skilled in wireframing, user research, prototyping, figma.","Network Engineer skilled in switching, firewalls, tcp/ip, routing.",0.582692
"Business Analyst skilled in sql, uml, data analysis, requirements gathering.","Full Stack Developer skilled in javascript, node.js, python, react.",0.566501
"QA Engineer skilled in selenium, test planning, automation testing, python.","Mobile App Developer skilled in react native, android, kotlin, swift.",0.623564
"Backend Developer skilled in sql, node.js, rest api, python.","UX Designer skilled in user research, figma, wireframing, prototyping.",0.655391
"Backend Developer skilled in node.js, python, rest api, sql.","UX Designer skilled in prototyping, wireframing, figma, user research.",0.572645
"UX Designer skilled in prototyping, wireframing, figma, user research.","AI Engineer skilled in deep learning, nlp, tensorflow, python.",0.608939
"AI Engineer skilled in tensorflow, deep learning, nlp, python.","Business Analyst skilled in requirements gathering, sql, uml, data analysis.",0.616341
"AI Engineer skilled in deep learning, nlp, tensorflow, python.","UX Designer skilled in user research, wireframing, figma, prototyping.",0.555745
"Backend Developer skilled in sql, rest api, python, node.js.","Cybersecurity Analyst skilled in encryption, linux, python, network security.",0.625297
"Data Engineer skilled in hadoop, etl, airflow, spark.","QA Engineer skilled in test planning, python, automation testing, selenium.",0.624126
"Cloud Engineer skilled in terraform, azure, aws, cloud computing.","System Administrator skilled in bash scripting, vmware, networking, linux.",0.623077
"QA Engineer skilled in python, test planning, automation testing, selenium.","Software Engineer skilled in c++, java, oop, python.",0.648118
"UX Designer skilled in user research, wireframing, prototyping, figma.","UX Designer skilled in figma, user research, wireframing, prototyping.",0.812824
"Frontend Developer skilled in react, css, javascript, html.","Database Administrator skilled in sql, oracle, performance tuning, backup.",0.69323
"Software Engineer skilled in c++, java, oop, python.","AI Engineer skilled in tensorflow, nlp, python, deep learning.",0.702732
"DevOps Engineer skilled in ci/cd, docker, aws, kubernetes.","Backend Developer skilled in python, node.js, sql, rest api.",0.569102
"UX Designer skilled in user research, wireframing, prototyping, figma.","Mobile App Developer skilled in react native, kotlin, android, swift.",0.621857
"Machine Learning Engineer skilled in python, pytorch, model deployment, tensorflow.","Product Manager skilled in scrum, agile, data analysis, roadmap planning.",0.650822
"Cybersecurity Analyst skilled in network security, encryption, python, linux.","Data Scientist skilled in statistics, sql, machine learning, python.",0.661532
"IT Support Specialist skilled in troubleshooting, windows, helpdesk, vpn.","Frontend Developer skilled in javascript, css, html, react.",0.55218
"Frontend Developer skilled in javascript, react, html, css.","UX Designer skilled in wireframing, figma, prototyping, user research.",0.606356
"Product Manager skilled in data analysis, scrum, roadmap planning, agile.","Software Engineer skilled in python, c++, java, oop.",0.599225
"Database Administrator skilled in sql, backup, oracle, performance tuning.","Frontend Developer skilled in html, react, javascript, css.",0.666925
"System Administrator skilled in bash scripting, networking, linux, vmware.","Product Manager skilled in agile, roadmap planning, data analysis, scrum.",0.584104
"Product Manager skilled in roadmap planning, scrum, data analysis, agile.","Business Analyst skilled in sql, uml, data analysis, requirements gathering.",0.656984
"UX Designer skilled in wireframing, user research, figma, prototyping.","Product Manager skilled in agile, data analysis, scrum, roadmap planning.",0.613767
"Product Manager skilled in agile, data analysis, roadmap planning, scrum.","Mobile App Developer skilled in react native, swift, android, kotlin.",0.58853
"QA Engineer skilled in selenium, test planning, automation testing, python.","UX Designer skilled in prototyping, figma, user research, wireframing.",0.62525
"IT Support Specialist skilled in helpdesk, troubleshooting, vpn, windows.","Cybersecurity Analyst skilled in network security, encryption, python, linux.",0.559879
"Cybersecurity Analyst skilled in encryption, network security, python, linux.","Network Engineer skilled in firewalls, tcp/ip, routing, switching.",0.614154
"Product Manager skilled in data analysis, roadmap planning, scrum, agile.","Machine Learning Engineer skilled in model deployment, python, tensorflow, pytorch.",0.652751
"Mobile App Developer skilled in kotlin, android, swift, react native.","Data Engineer skilled in airflow, etl, hadoop, spark.",0.59112
"Full Stack Developer skilled in javascript, node.js, python, react.","Cybersecurity Analyst skilled in encryption, network security, linux, python.",0.670593
"UX Designer skilled in user research, figma, prototyping, wireframing.","Machine Learning Engineer skilled in model deployment, python, tensorflow, pytorch.",0.688507
"DevOps Engineer skilled in docker, kubernetes, ci/cd, aws.","Cloud Engineer skilled in cloud computing, terraform, aws, azure.",0.64428
"Frontend Developer skilled in css, javascript, html, react.","Mobile App Developer skilled in swift, android, kotlin, react native.",0.730989
"QA Engineer skilled in test planning, selenium, automation testing, python.","Cybersecurity Analyst skilled in linux, encryption, python, network security.",0.584477
"Cybersecurity Analyst skilled in linux, encryption, network security, python.","Database Administrator skilled in sql, oracle, performance tuning, backup.",0.641823
"UX Designer skilled in user research, wireframing, prototyping, figma.","Backend Developer skilled in rest api, python, node.js, sql.",0.561036
"Machine Learning Engineer skilled in model deployment, pytorch, tensorflow, python.","Full Stack Developer skilled in node.js, react, javascript, python.",0.649494
"Database Administrator skilled in oracle, performance tuning, sql, backup.","Cybersecurity Analyst skilled in network security, python, linux, encryption.",0.620201
"Backend Developer skilled in rest api, python, node.js, sql.","Cybersecurity Analyst skilled in python, linux, encryption, network security.",0.71789
"Mobile App Developer skilled in kotlin, react native, swift, android.","Frontend Developer skilled in javascript, react, css, html.",0.625127
"DevOps Engineer skilled in kubernetes, docker, aws, ci/cd.","IT Support Specialist skilled in troubleshooting, helpdesk, windows, vpn.",0.635634
"Data Engineer skilled in hadoop, spark, etl, airflow.","Full Stack Developer skilled in python, javascript, react, node.js.",0.557791
"System Administrator skilled in vmware, linux, bash scripting, networking.","Machine Learning Engineer skilled in tensorflow, pytorch, model deployment, python.",0.581254
"Software Engineer skilled in python, java, c++, oop.","Cybersecurity Analyst skilled in encryption, network security, linux, python.",0.572873
"AI Engineer skilled in python, deep learning, tensorflow, nlp.","Business Analyst skilled in sql, data analysis, requirements gathering, uml.",0.590344
"Cybersecurity Analyst skilled in python, encryption, linux, network security.","AI Engineer skilled in nlp, deep learning, python, tensorflow.",0.659798
"Database Administrator skilled in oracle, sql, backup, performance tuning.","IT Support Specialist skilled in vpn, troubleshooting, windows, helpdesk.",0.604137
"Database Administrator skilled in oracle, sql, performance tuning, backup.","IT Support Specialist skilled in windows, helpdesk, vpn, troubleshooting.",0.623601
"Software Engineer skilled in c++, java, python, oop.","DevOps Engineer skilled in aws, docker, kubernetes, ci/cd.",0.729566
"Mobile App Developer skilled in react native, kotlin, swift, android.","Backend Developer skilled in sql, python, node.js, rest api.",0.62983
"Mobile App Developer skilled in kotlin, swift, android, react native.","Machine Learning Engineer skilled in pytorch, python, model deployment, tensorflow.",0.566166
"Data Scientist skilled in machine learning, sql, python, statistics.","Product Manager skilled in data analysis, roadmap planning, scrum, agile.",0.743526
"Data Scientist skilled in python, sql, statistics, machine learning.","Cloud Engineer skilled in terraform, cloud computing, aws, azure.",0.609337
"Backend Developer skilled in sql, rest api, node.js, python.","Backend Developer skilled in sql, python, node.js, rest api.",0.808066
"Data Engineer skilled in hadoop, etl, spark, airflow.","System Administrator skilled in linux, vmware, networking, bash scripting.",0.632602
"Business Analyst skilled in uml, data analysis, requirements gathering, sql.","Software Engineer skilled in python, oop, c++, java.",0.559369
"Cloud Engineer skilled in cloud computing, azure, terraform, aws.","Machine Learning Engineer skilled in pytorch, tensorflow, python, model deployment.",0.66729
"Cloud Engineer skilled in terraform, aws, cloud computing, azure.","Cloud Engineer skilled in aws, terraform, azure, cloud computing.",0.783744
"Backend Developer skilled in node.js, python, rest api, sql.","Full Stack Developer skilled in node.js, python, javascript, react.",0.706413
"Machine Learning Engineer skilled in model deployment, pytorch, tensorflow, python.","Machine Learning Engineer skilled in pytorch, model deployment, python, tensorflow.",0.966709
"Cybersecurity Analyst skilled in network security, python, encryption, linux.","Product Manager skilled in scrum, data analysis, agile, roadmap planning.",0.562277
"Cloud Engineer skilled in azure, terraform, cloud computing, aws.","Cloud Engineer skilled in terraform, azure, cloud computing, aws.",0.902227
"Business Analyst skilled in sql, uml, data analysis, requirements gathering.","Database Administrator skilled in sql, oracle, performance tuning, backup.",0.62035
"Data Engineer skilled in hadoop, spark, etl, airflow.","AI Engineer skilled in tensorflow, deep learning, python, nlp.",0.644752
"Cloud Engineer skilled in cloud computing, aws, azure, terraform.","Mobile App Developer skilled in kotlin, swift, android, react native.",0.660388
"Product Manager skilled in data analysis, scrum, roadmap planning, agile.","Data Scientist skilled in machine learning, python, statistics, sql.",0.708831
"Database Administrator skilled in performance tuning, oracle, backup, sql.","DevOps Engineer skilled in aws, ci/cd, docker, kubernetes.",0.553189
"Database Administrator skilled in backup, sql, oracle, performance tuning.","Frontend Developer skilled in react, html, javascript, css.",0.593247
"Network Engineer skilled in routing, firewalls, switching, tcp/ip.","Business Analyst skilled in data analysis, uml, sql, requirements gathering.",0.675371
"Mobile App Developer skilled in swift, react native, kotlin, android.","Backend Developer skilled in node.js, rest api, python, sql.",0.7497
"Network Engineer skilled in switching, routing, tcp/ip, firewalls.","Product Manager skilled in roadmap planning, scrum, data analysis, agile.",0.649918
"Business Analyst skilled in data analysis, sql, requirements gathering, uml.","IT Support Specialist skilled in troubleshooting, helpdesk, vpn, windows.",0.681852
"Data Engineer skilled in airflow, spark, hadoop, etl.","Mobile App Developer skilled in android, swift, react native, kotlin.",0.588103
"Product Manager skilled in agile, data analysis, roadmap planning, scrum.","Software Engineer skilled in python, java, oop, c++.",0.578614
"DevOps Engineer skilled in aws, docker, ci/cd, kubernetes.","DevOps Engineer skilled in aws, ci/cd, kubernetes, docker.",0.896629
"UX Designer skilled in user research, figma, prototyping, wireframing.","Product Manager skilled in roadmap planning, scrum, agile, data analysis.",0.555179
"Data Engineer skilled in airflow, etl, hadoop, spark.","Data Engineer skilled in airflow, etl, spark, hadoop.",0.757771
"Cybersecurity Analyst skilled in network security, linux, encryption, python.","UX Designer skilled in user research, wireframing, prototyping, figma.",0.593945
"Business Analyst skilled in requirements gathering, sql, uml, data analysis.","Network Engineer skilled in tcp/ip, firewalls, switching, routing.",0.605222
"IT Support Specialist skilled in helpdesk, windows, vpn, troubleshooting.","IT Support Specialist skilled in helpdesk, vpn, troubleshooting, windows.",0.871556
"Cloud Engineer skilled in aws, terraform, cloud computing, azure.","Network Engineer skilled in routing, switching, tcp/ip, firewalls.",0.616423
"Data Engineer skilled in hadoop, spark, airflow, etl.","Cloud Engineer skilled in azure, aws, terraform, cloud computing.",0.691887
"IT Support Specialist skilled in troubleshooting, helpdesk, windows, vpn.","Machine Learning Engineer skilled in python, model deployment, pytorch, tensorflow.",0.694069
"IT Support Specialist skilled in vpn, troubleshooting, helpdesk, windows.","Data Engineer skilled in spark, hadoop, airflow, etl.",0.680773
"AI Engineer skilled in nlp, python, deep learning, tensorflow.","DevOps Engineer skilled in docker, kubernetes, ci/cd, aws.",0.714159
"QA Engineer skilled in selenium, python, test planning, automation testing.","Network Engineer skilled in switching, tcp/ip, routing, firewalls.",0.641808
"Cybersecurity Analyst skilled in python, linux, network security, encryption.","IT Support Specialist skilled in helpdesk, windows, troubleshooting, vpn.",0.638447
"UX Designer skilled in wireframing, user research, prototyping, figma.","Mobile App Developer skilled in swift, kotlin, android, react native.",0.555843
"Data Engineer skilled in spark, airflow, hadoop, etl.","Network Engineer skilled in tcp/ip, firewalls, switching, routing.",0.663644
"Data Engineer skilled in airflow, spark, hadoop, etl.","Frontend Developer skilled in react, javascript, html, css.",0.559977
"Mobile App Developer skilled in react native, swift, android, kotlin.","Cybersecurity Analyst skilled in encryption, network security, python, linux.",0.687315
"Database Administrator skilled in backup, oracle, performance tuning, sql.","Product Manager skilled in scrum, agile, roadmap planning, data analysis.",0.69127
"UX Designer skilled in user research, wireframing, prototyping, figma.","Business Analyst skilled in sql, uml, data analysis, requirements gathering.",0.652597
"Cloud Engineer skilled in azure, terraform, aws, cloud computing.","Frontend Developer skilled in css, javascript, react, html.",0.635396
"Data Scientist skilled in sql, machine learning, statistics, python.","Data Scientist skilled in sql, python, machine learning, statistics.",0.863187
"Cybersecurity Analyst skilled in python, linux, network security, encryption.","UX Designer skilled in user research, prototyping, figma, wireframing.",0.606391
"Data Scientist skilled in machine learning, sql, statistics, python.","QA Engineer skilled in automation testing, test planning, selenium, python.",0.717383
"Product Manager skilled in roadmap planning, data analysis, scrum, agile.","Frontend Developer skilled in react, javascript, html, css.",0.655898
"Product Manager skilled in scrum, roadmap planning, data analysis, agile.","Full Stack Developer skilled in javascript, node.js, python, react.",0.551482
"Cybersecurity Analyst skilled in python, linux, network security, encryption.","Frontend Developer skilled in javascript, css, html, react.",0.598816
"Mobile App Developer skilled in kotlin, react native, android, swift.","Database Administrator skilled in backup, performance tuning, sql, oracle.",0.690852
"AI Engineer skilled in tensorflow, nlp, python, deep learning.","Machine Learning Engineer skilled in python, model deployment, tensorflow, pytorch.",0.846512
"Network Engineer skilled in tcp/ip, routing, switching, firewalls.","Backend Developer skilled in rest api, sql, node.js, python.",0.60029
"Business Analyst skilled in requirements gathering, sql, uml, data analysis.","Business Analyst skilled in uml, requirements gathering, data analysis, sql.",0.900922
"Software Engineer skilled in c++, java, python, oop.","Data Engineer skilled in spark, etl, airflow, hadoop.",0.704414
"AI Engineer skilled in nlp, python, tensorflow, deep learning.","IT Support Specialist skilled in troubleshooting, vpn, helpdesk, windows.",0.648527
"Machine Learning Engineer skilled in tensorflow, model deployment, pytorch, python.","Cybersecurity Analyst skilled in network security, python, linux, encryption.",0.604192
"QA Engineer skilled in selenium, python, automation testing, test planning.","Software Engineer skilled in c++, java, python, oop.",0.76311
"Full Stack Developer skilled in python, javascript, react, node.js.","Database Administrator skilled in oracle, backup, performance tuning, sql.",0.648034
"Backend Developer skilled in python, sql, rest api, node.js.","AI Engineer skilled in python, deep learning, tensorflow, nlp.",0.696603
"Software Engineer skilled in java, oop, c++, python.","AI Engineer skilled in tensorflow, python, deep learning, nlp.",0.731448
"Backend Developer skilled in sql, rest api, python, node.js.","IT Support Specialist skilled in windows, troubleshooting, vpn, helpdesk.",0.572474
"Backend Developer skilled in rest api, sql, node.js, python.","Cloud Engineer skilled in terraform, azure, cloud computing, aws.",0.646768
"IT Support Specialist skilled in helpdesk, vpn, windows, troubleshooting.","Database Administrator skilled in backup, sql, performance tuning, oracle.",0.629576
"System Administrator skilled in vmware, networking, bash scripting, linux.","Business Analyst skilled in sql, uml, data analysis, requirements gathering.",0.633766
"Mobile App Developer skilled in react native, kotlin, swift, android.","DevOps Engineer skilled in ci/cd, docker, kubernetes, aws.",0.587091
"Data Engineer skilled in etl, hadoop, spark, airflow.","Product Manager skilled in data analysis, roadmap planning, scrum, agile.",0.648
"Product Manager skilled in data analysis, roadmap planning, agile, scrum.","Data Scientist skilled in python, machine learning, sql, statistics.",0.674842
"Frontend Developer skilled in react, css, html, javascript.","Frontend Developer skilled in react, css, html, javascript.",0.986812
"Cybersecurity Analyst skilled in network security, encryption, python, linux.","Cloud Engineer skilled in cloud computing, terraform, azure, aws.",0.555858
